hltv_match_id,match_url,match_date,event_name,team_1,team_2,map_name,map_number,demo_link
2389666,https://www.hltv.org/matches/2389666/furia-vs-vitality-iem-krakw-2026,2026-02-08,IEM Kraków 2026,FURIA,Vitality,Mirage,1,https://www.hltv.org/download/demo/104141
